x,y,z,Cmax
-60,-60,5,7.526184872727273e-05
-56,-60,5,7.252648149727272e-05
-52,-60,5,7.032961552545454e-05
-48,-60,5,6.821665313545453e-05
-44,-60,5,6.615545703727273e-05
-40,-60,5,6.432223973727273e-05
-36,-60,5,6.234327948181818e-05
-32,-60,5,6.0760429471818176e-05
-28,-60,5,5.937370734545453e-05
-24,-60,5,5.770687486545455e-05
-20,-60,5,5.644457310727272e-05
-16,-60,5,5.5048951920000004e-05
-12,-60,5,5.396696425545454e-05
-8,-60,5,5.324466832545454e-05
8,-60,5,5.013892999545454e-05
12,-60,5,4.795089283363637e-05
16,-60,5,4.680581531863636e-05
20,-60,5,4.592508677818181e-05
24,-60,5,4.525473386454545e-05
28,-60,5,4.4741318320909085e-05
32,-60,5,4.4051896381363635e-05
36,-60,5,4.287190228772727e-05
40,-60,5,4.159478800954545e-05
-60,-56,5,7.953403414545454e-05
-56,-56,5,7.652106538181819e-05
-52,-56,5,7.417654233636363e-05
-48,-56,5,7.146225437272727e-05
-44,-56,5,6.938408193636362e-05
-40,-56,5,6.735251975454545e-05
-36,-56,5,6.529930237272728e-05
-32,-56,5,6.357365639545455e-05
-28,-56,5,6.182017591545454e-05
-24,-56,5,6.012038139545454e-05
-20,-56,5,5.858407565636363e-05
-16,-56,5,5.7147287565454535e-05
-12,-56,5,5.5776257339999986e-05
-8,-56,5,5.4403024105454545e-05
-4,-56,5,5.417135115454545e-05
0,-56,5,5.309161139e-05
4,-56,5,5.191163498818182e-05
8,-56,5,5.019909944090909e-05
12,-56,5,4.931379980363635e-05
16,-56,5,4.838777905909091e-05
20,-56,5,4.759976888999999e-05
24,-56,5,4.701706916772727e-05
28,-56,5,4.649663042681818e-05
32,-56,5,4.552948716045455e-05
36,-56,5,4.4447116501363633e-05
40,-56,5,4.315816675590908e-05
-60,-52,5,8.406908616363635e-05
-56,-52,5,8.108623697727273e-05
-52,-52,5,7.823124639090909e-05
-48,-52,5,7.532126928636364e-05
-44,-52,5,7.317392318181818e-05
-40,-52,5,7.066834191818182e-05
-36,-52,5,6.859945527272726e-05
-32,-52,5,6.66686549e-05
-28,-52,5,6.449915577272727e-05
-24,-52,5,6.292848156818181e-05
-20,-52,5,6.105004951181817e-05
-16,-52,5,5.949458739363636e-05
-12,-52,5,5.802915059090908e-05
-8,-52,5,5.649363831545454e-05
-4,-52,5,5.5368496684545444e-05
0,-52,5,5.423202598727272e-05
4,-52,5,5.314993504e-05
8,-52,5,5.2153131325454546e-05
12,-52,5,5.1166380319090895e-05
16,-52,5,5.019141164090909e-05
20,-52,5,4.922319073090908e-05
24,-52,5,4.870454949090908e-05
28,-52,5,4.8389346556363624e-05
32,-52,5,4.731944677681818e-05
36,-52,5,4.578895101363636e-05
40,-52,5,4.438268153363637e-05
-60,-48,5,8.917016549999999e-05
-56,-48,5,8.606761647727271e-05
-52,-48,5,8.286921111818181e-05
-48,-48,5,7.952700281363635e-05
-44,-48,5,7.710108504999998e-05
-40,-48,5,7.425958299090908e-05
-36,-48,5,7.207013008636363e-05
-32,-48,5,6.994436275909091e-05
-28,-48,5,6.771902438181817e-05
-24,-48,5,6.581434062272725e-05
-20,-48,5,6.379620433181817e-05
-16,-48,5,6.201944845454545e-05
-12,-48,5,6.0679464399999995e-05
-8,-48,5,5.8902414614545455e-05
-4,-48,5,5.756183740909091e-05
0,-48,5,5.6261958513636364e-05
4,-48,5,5.508029339727273e-05
8,-48,5,5.406391094272727e-05
12,-48,5,5.287212447363636e-05
16,-48,5,5.1809335506363636e-05
20,-48,5,5.11016522690909e-05
24,-48,5,5.072727910454546e-05
28,-48,5,5.029660199090909e-05
32,-48,5,4.914509545090908e-05
36,-48,5,4.753564225590909e-05
40,-48,5,4.604133238818181e-05
-60,-44,5,9.465931776363636e-05
-56,-44,5,9.147154267272726e-05
-52,-44,5,8.779225272272727e-05
-48,-44,5,8.452645574090908e-05
-44,-44,5,8.165595583181818e-05
-40,-44,5,7.872803559545454e-05
-36,-44,5,7.611706068636363e-05
-32,-44,5,7.344959612727272e-05
-28,-44,5,7.119318074545454e-05
-24,-44,5,6.901908538636363e-05
-20,-44,5,6.690868137727271e-05
-16,-44,5,6.50840356090909e-05
-12,-44,5,6.316059622727272e-05
-8,-44,5,6.150713872272728e-05
-4,-44,5,6.019183514545453e-05
0,-44,5,5.883595238181817e-05
4,-44,5,5.742258811272727e-05
8,-44,5,5.610753829181818e-05
12,-44,5,5.496473445454545e-05
16,-44,5,5.383385763636363e-05
20,-44,5,5.291798541272727e-05
24,-44,5,5.305794010636362e-05
28,-44,5,5.218980998818181e-05
32,-44,5,5.094494719090909e-05
36,-44,5,4.928911669590908e-05
40,-44,5,4.7728060872272725e-05
-60,-40,5,0.0001018854412772727
-56,-40,5,9.76991200681818e-05
-52,-40,5,9.374402197272727e-05
-48,-40,5,9.004388379999999e-05
-44,-40,5,8.657441036363636e-05
-40,-40,5,8.339326471363635e-05
-36,-40,5,8.056414208181819e-05
-32,-40,5,7.746303995909089e-05
-28,-40,5,7.538608856363635e-05
-24,-40,5,7.259983962272726e-05
-20,-40,5,7.045540791363636e-05
-16,-40,5,6.850600176818182e-05
-12,-40,5,6.635087587272727e-05
-8,-40,5,6.465389872727273e-05
-4,-40,5,6.293287940454545e-05
0,-40,5,6.143987649999999e-05
4,-40,5,6.001314224090908e-05
8,-40,5,5.866448954545454e-05
12,-40,5,5.7387645403636355e-05
16,-40,5,5.604150350545454e-05
20,-40,5,5.498742582727273e-05
24,-40,5,5.6947937995454545e-05
32,-40,5,5.3881024677272725e-05
36,-40,5,5.0877419897272715e-05
40,-40,5,4.9581957351818173e-05
-60,-36,5,0.00010861965229545453
-56,-36,5,0.00010381166065
-52,-36,5,9.983520593636363e-05
-48,-36,5,9.61489813681818e-05
-44,-36,5,9.204486374090907e-05
-40,-36,5,8.863774419999999e-05
-36,-36,5,8.517048339545454e-05
-32,-36,5,8.217946627272727e-05
-28,-36,5,7.973824899090908e-05
-24,-36,5,7.666699838181818e-05
-20,-36,5,7.419831627272727e-05
-16,-36,5,7.198592154545454e-05
-12,-36,5,6.972204186363636e-05
-8,-36,5,6.783348011818181e-05
-4,-36,5,6.594230884090908e-05
0,-36,5,6.42860875090909e-05
4,-36,5,6.264504873636363e-05
8,-36,5,6.121506870909091e-05
12,-36,5,5.987899362272726e-05
16,-36,5,5.8418918686363625e-05
20,-36,5,5.720818555454545e-05
24,-36,5,5.815294686363636e-05
36,-36,5,5.3225806244090905e-05
40,-36,5,5.220997303e-05
-60,-32,5,0.00011579615474545453
-56,-32,5,0.00011114530393181818
-52,-32,5,0.00010693280849999998
-48,-32,5,0.00010246281518181818
-44,-32,5,9.823881936818181e-05
-40,-32,5,9.479739501363635e-05
-36,-32,5,9.090174828636363e-05
-32,-32,5,8.714094328636363e-05
-28,-32,5,8.420262555909091e-05
-24,-32,5,8.113564637727273e-05
-20,-32,5,7.853167436363634e-05
-16,-32,5,7.564984639090908e-05
-12,-32,5,7.340361270909089e-05
-8,-32,5,7.13405406590909e-05
-4,-32,5,6.929918602727272e-05
0,-32,5,6.757648014999999e-05
4,-32,5,6.55801300590909e-05
8,-32,5,6.395732852272726e-05
12,-32,5,6.264458340000001e-05
16,-32,5,6.085395040454546e-05
20,-32,5,5.9368091236363636e-05
36,-32,5,5.506372518e-05
40,-32,5,5.450463224181818e-05
-60,-28,5,0.00012225695644545452
-56,-28,5,0.00011800705119090909
-52,-28,5,0.00011389258801363636
-48,-28,5,0.00010921555807272726
-44,-28,5,0.00010514211826818182
-40,-28,5,0.00010094402748636362
-36,-28,5,9.657680601818181e-05
-32,-28,5,9.310022211363636e-05
-28,-28,5,8.95185749090909e-05
-24,-28,5,8.60994842909091e-05
-20,-28,5,8.332299320909089e-05
-16,-28,5,8.011090339545453e-05
-12,-28,5,7.782940957727272e-05
-8,-28,5,7.523050704545454e-05
-4,-28,5,7.287459277272727e-05
0,-28,5,7.087286336363634e-05
4,-28,5,6.872223948181818e-05
8,-28,5,6.699073014545453e-05
12,-28,5,6.531629729090909e-05
16,-28,5,6.345813036363635e-05
20,-28,5,6.176540472272727e-05
24,-28,5,6.067341085454546e-05
28,-28,5,5.9176511840909084e-05
32,-28,5,5.856865561363636e-05
36,-28,5,5.866425063181818e-05
40,-28,5,5.7531648209090904e-05
-60,-24,5,0.00012589196063636363
-56,-24,5,0.00012391330277272726
-52,-24,5,0.00012084596390909089
-48,-24,5,0.00011636873532272726
-44,-24,5,0.00011221643952272725
-40,-24,5,0.00010739754537727271
-36,-24,5,0.00010353910964090909
-32,-24,5,9.951326164545454e-05
-28,-24,5,9.549252766363635e-05
-24,-24,5,9.157855110454545e-05
-20,-24,5,8.81696680681818e-05
-16,-24,5,8.509470693181817e-05
-12,-24,5,8.232506601363637e-05
-8,-24,5,7.945366256363636e-05
-4,-24,5,7.701569595454545e-05
0,-24,5,7.459079474545455e-05
4,-24,5,7.258937682727272e-05
8,-24,5,7.040991976363636e-05
12,-24,5,6.831974410909091e-05
16,-24,5,6.642822917272726e-05
20,-24,5,6.458970879090908e-05
24,-24,5,6.272090881363636e-05
28,-24,5,6.120931148636363e-05
32,-24,5,6.15990068409091e-05
36,-24,5,6.169833179545453e-05
40,-24,5,6.096303503636363e-05
-60,-20,5,0.00012479692865454545
-56,-20,5,0.00012620970356363634
-52,-20,5,0.0001250551600909091
-48,-20,5,0.0001225773702181818
-44,-20,5,0.00011917969783636361
-40,-20,5,0.00011448971748636362
-36,-20,5,0.0001108077752
-32,-20,5,0.00010597917868181817
-28,-20,5,0.00010196229270909088
-24,-20,5,9.83111335590909e-05
-20,-20,5,9.41065669090909e-05
-16,-20,5,9.071837510454544e-05
-12,-20,5,8.733262074545453e-05
-8,-20,5,8.443837156818183e-05
-4,-20,5,8.183483688181819e-05
0,-20,5,7.886269052272726e-05
4,-20,5,7.667892594545453e-05
8,-20,5,7.420665797272726e-05
12,-20,5,7.214333373636364e-05
16,-20,5,7.00823367272727e-05
20,-20,5,6.784374303181817e-05
24,-20,5,6.581004149545454e-05
28,-20,5,6.418759163636363e-05
-60,-16,5,0.00011903327531363636
-56,-16,5,0.00012296550982272727
-52,-16,5,0.00012551857200454545
-48,-16,5,0.00012578654498181818
-44,-16,5,0.00012430327255909086
-40,-16,5,0.00012097388849545453
-36,-16,5,0.00011770961749545456
-32,-16,5,0.00011344907697272727
-28,-16,5,0.00010900131275454546
-24,-16,5,0.00010524010324545452
-20,-16,5,0.00010079725163636362
-16,-16,5,9.654556425909091e-05
-12,-16,5,9.315572053181818e-05
-8,-16,5,8.977219250454545e-05
-4,-16,5,8.702699617727271e-05
0,-16,5,8.353201211818178e-05
4,-16,5,8.123842789545454e-05
8,-16,5,7.871553532272726e-05
12,-16,5,7.622577499090909e-05
16,-16,5,7.457563843181816e-05
20,-16,5,7.223443337272727e-05
24,-16,5,7.029907949999999e-05
28,-16,5,6.81745021409091e-05
32,-16,5,6.747218626363634e-05
-60,-12,5,0.0002640664228090909
-56,-12,5,0.00011589261969090908
-52,-12,5,0.00011974645199090907
-48,-12,5,0.0001233260101590909
-44,-12,5,0.00012507196719090908
-40,-12,5,0.00012481568664545452
-36,-12,5,0.00012304970904090907
-32,-12,5,0.00011979896799999999
-28,-12,5,0.00011609160394999998
-24,-12,5,0.00011173985118181818
-20,-12,5,0.00010804214942272726
-16,-12,5,0.00010399472544090908
-12,-12,5,9.983028566363634e-05
-8,-12,5,9.604973006818179e-05
-4,-12,5,9.273372421363637e-05
0,-12,5,8.935553724090908e-05
4,-12,5,8.64732708090909e-05
8,-12,5,8.337760642272726e-05
12,-12,5,8.056895770454545e-05
16,-12,5,7.86342126681818e-05
20,-12,5,7.551430892272725e-05
24,-12,5,7.321058625e-05
28,-12,5,7.063269353636362e-05
32,-12,5,6.927071016818181e-05
-60,-8,5,0.00032933074620000003
-56,-8,5,0.00027320412918181816
-48,-8,5,0.00011689332709090908
-44,-8,5,0.00012035822192272727
-40,-8,5,0.00012304212781363635
-36,-8,5,0.00012441939985454546
-32,-8,5,0.0001236636306409091
-28,-8,5,0.00012186652193636364
-24,-8,5,0.00011837608939545453
-20,-8,5,0.0001150333325272727
-16,-8,5,0.00011078919772727272
-12,-8,5,0.00010673223903636363
-8,-8,5,0.0001030842265090909
-4,-8,5,9.918417071363636e-05
0,-8,5,9.532494611818182e-05
4,-8,5,9.231067231818181e-05
8,-8,5,8.932092620454545e-05
12,-8,5,8.642364322272726e-05
16,-8,5,8.335635275454546e-05
20,-8,5,8.035496011818181e-05
24,-8,5,7.745478676363634e-05
28,-8,5,7.510631062272727e-05
32,-8,5,7.282698650909091e-05
36,-8,5,7.122934515454545e-05
40,-8,5,6.997920159090909e-05
-60,-4,5,0.0005208075104272726
-56,-4,5,0.00038619360343636355
-52,-4,5,0.00029781502042727266
-48,-4,5,0.00026661638101818186
-44,-4,5,0.00011306638649545453
-40,-4,5,0.00011621991573181818
-36,-4,5,0.00011991444790454545
-32,-4,5,0.0001222226894090909
-28,-4,5,0.00012348932947727273
-24,-4,5,0.00012259888672272725
-20,-4,5,0.00012064022457727274
-16,-4,5,0.00011748781108181817
-12,-4,5,0.0001139469545181818
-8,-4,5,0.00010996676042272725
-4,-4,5,0.00010632879352272728
0,-4,5,0.00010204187321818181
4,-4,5,9.892891465454543e-05
8,-4,5,9.526145342272727e-05
12,-4,5,9.115347653636363e-05
16,-4,5,8.829465847272728e-05
20,-4,5,8.530400632272728e-05
24,-4,5,8.209320338636363e-05
28,-4,5,7.933373075454544e-05
32,-4,5,7.661969045e-05
36,-4,5,7.478009473181819e-05
40,-4,5,7.30579905e-05
-60,0,5,0.0006589971696181817
-56,0,5,0.0005912779151727273
-52,0,5,0.0005042974795272727
-48,0,5,0.0003784785448272727
-44,0,5,0.00028864878127272725
-40,0,5,0.0002638375433181818
-36,0,5,0.00011274099034090909
-32,0,5,0.00011592707447727273
-28,0,5,0.0001195939776272727
-24,0,5,0.00012165667266818178
-20,0,5,0.00012260338379545453
-16,0,5,0.00012185998546818182
-12,0,5,0.00011980796924545453
-8,0,5,0.00011666543755
-4,0,5,0.00011362378771818181
0,0,5,0.00010815225366818181
4,0,5,0.00010476031001818181
8,0,5,0.00010156130542727272
12,0,5,9.76071904590909e-05
16,0,5,9.424410878636363e-05
20,0,5,9.082668133636363e-05
24,0,5,8.789138612272726e-05
28,0,5,8.479624722272728e-05
32,0,5,8.236406661363636e-05
36,0,5,8.00272549590909e-05
40,0,5,7.822621515e-05
-60,4,5,0.0007685299298181818
-56,4,5,0.0006886957891363635
-52,4,5,0.0006450261572999999
-48,4,5,0.0005740848738454544
-44,4,5,0.0004911308824999999
-40,4,5,0.00037368056086363634
-36,4,5,0.0002858457549545454
-32,4,5,0.00026122735658181816
-28,4,5,0.0001121617933181818
-24,4,5,0.00011580412135454545
-20,4,5,0.00011872144439545453
-16,4,5,0.00012159208483636365
-12,4,5,0.00012231561202272727
-8,4,5,0.00012158997429545453
-4,4,5,0.00011956195080454544
0,4,5,0.00011644330576818181
4,4,5,0.00011163897048181818
8,4,5,0.00010808352841818181
12,4,5,0.00010443409031363634
16,4,5,0.00010087819256363635
20,4,5,9.73307320090909e-05
24,4,5,9.437870463636363e-05
28,4,5,9.11091687e-05
32,4,5,8.853736959090909e-05
36,4,5,8.575504670454543e-05
40,4,5,8.290881379545454e-05
-60,8,5,0.0006891791474363636
-56,8,5,0.0007047239126636364
-52,8,5,0.0007518689231363634
-48,8,5,0.0006802497971454543
-44,8,5,0.0006362488443363637
-40,8,5,0.0005616943443181818
-36,8,5,0.0004701965110999999
-32,8,5,0.0003690749123181818
-28,8,5,0.0002858753794
-24,8,5,0.0002585793874
-20,8,5,0.00011226587683636362
-16,8,5,0.00011551283913181818
-12,8,5,0.00011889093145909092
-8,8,5,0.00012150201025909092
-4,8,5,0.00012254436136363635
0,8,5,0.00012197059519999999
4,8,5,0.00011811638057272728
8,8,5,0.00011631603345454544
12,8,5,0.00011294184678636363
16,8,5,0.0001090368514
20,8,5,0.00010532365919090907
24,8,5,0.00010166201953636365
28,8,5,9.755059059090906e-05
32,8,5,9.47159623090909e-05
36,8,5,9.209881909090908e-05
40,8,5,8.870753642727272e-05
-60,12,5,0.0008142748863636362
-56,12,5,0.0007414776629545454
-52,12,5,0.0006818957708181816
-48,12,5,0.0007092488194090908
-44,12,5,0.0007403261923636363
-40,12,5,0.000679631024481818
-36,12,5,0.0006326247117272726
-32,12,5,0.000557514931990909
-28,12,5,0.0004719448349090909
-24,12,5,0.0003660183249999999
-20,12,5,0.00028548699948181816
-16,12,5,0.00025650295803636365
-12,12,5,0.0001125111840590909
-8,12,5,0.00011608261343181816
-4,12,5,0.00011944577021363634
0,12,5,0.0001220954843181818
4,12,5,0.00012060025427727272
8,12,5,0.00012061080755454542
12,12,5,0.0001200213636772727
16,12,5,0.0001166307336090909
20,12,5,0.00011312627630909091
24,12,5,0.00010935486068181817
28,12,5,0.00010546442712272726
32,12,5,0.00010202900438636362
36,12,5,9.848021563636362e-05
40,12,5,9.539876966363636e-05
-60,16,5,0.000997319605909091
-56,16,5,0.0008901938395454545
-52,16,5,0.0007959452129090909
-48,16,5,0.0007362075271636363
-44,16,5,0.000680551478590909
-40,16,5,0.0007185160437727273
-36,16,5,0.0007451823312272727
-32,16,5,0.0006721054775545454
-28,16,5,0.0006202021247636363
-24,16,5,0.0005485890642999999
-20,16,5,0.00045683634927272724
-16,16,5,0.00036053018675454544
-12,16,5,0.00028353635511818175
-4,16,5,0.00011264000190909089
0,16,5,0.00011602316483636362
4,16,5,0.00011942041315454545
8,16,5,0.00012123872121363636
12,16,5,0.00012242107760454546
16,16,5,0.00012161157064545454
20,16,5,0.00011948784968181817
24,16,5,0.00011663948732727271
28,16,5,0.0001122976296590909
32,16,5,0.00010968408364090909
36,16,5,0.00010567504029090907
40,16,5,0.00010309146256363637
