x,y,z,D_020,D_040,D_260,D_280,D_300,D_320,D_340,D_360
-60,-60,7,7.364955681818181e-05,3.256772727272727e-05,4.409931818181818e-05,6.629272727272728e-05,5.887155511363636e-05,7.573727272727271e-05,9.054813920454545e-05,7.910490909090909e-05
-56,-60,7,7.051970454545455e-05,3.017877272727272e-05,4.303153409090909e-05,6.48375284090909e-05,5.749947954545455e-05,7.326254545454545e-05,8.752785511363636e-05,7.556199999999999e-05
-52,-60,7,6.822350284090909e-05,2.7816681818181815e-05,4.110732954545455e-05,6.348363636363635e-05,5.692926988636365e-05,7.193145454545455e-05,8.555514204545454e-05,7.234181818181817e-05
-48,-60,7,6.632197159090909e-05,2.576959090909091e-05,3.932863636363636e-05,6.124227272727273e-05,5.6444921590909086e-05,6.98750909090909e-05,8.377133522727271e-05,6.9448e-05
-44,-60,7,6.43484659090909e-05,2.3770113636363636e-05,3.8484232954545444e-05,6.0104232954545444e-05,5.5912488068181806e-05,6.800381818181817e-05,8.117539772727273e-05,6.686109090909089e-05
-40,-60,7,6.207903409090908e-05,2.203975e-05,3.708789772727273e-05,5.903883522727272e-05,5.479936875e-05,6.701763636363636e-05,7.956923295454545e-05,6.454381818181819e-05
-36,-60,7,6.007244318181818e-05,1.9782181818181816e-05,3.558948863636363e-05,5.803937499999999e-05,5.431418522727272e-05,6.539654545454546e-05,7.735350852272727e-05,6.24469090909091e-05
-32,-60,7,5.872517897727273e-05,1.838306818181818e-05,3.489323863636363e-05,5.628633522727273e-05,5.330398977272728e-05,6.40561818181818e-05,7.579794034090908e-05,6.052181818181819e-05
-28,-60,7,5.761475284090907e-05,1.7105136363636362e-05,3.353681818181818e-05,5.54369034090909e-05,5.285102215909091e-05,6.326654545454545e-05,7.422870738636362e-05,5.873109090909091e-05
-24,-60,7,5.6154426136363634e-05,1.587775e-05,3.226034090909091e-05,5.46409375e-05,5.193282102272726e-05,6.193927272727272e-05,7.197623579545455e-05,5.705781818181818e-05
-20,-60,7,5.519485227272726e-05,1.4818477272727271e-05,3.167011363636364e-05,5.3197187499999995e-05,5.152033806818182e-05,6.126836363636364e-05,7.049249999999998e-05,5.551145454545454e-05
-16,-60,7,5.397374147727272e-05,1.3795136363636363e-05,3.049622159090909e-05,5.287355113636364e-05,5.0735928409090906e-05,6.018181818181818e-05,6.873860795454545e-05,5.411458181818181e-05
-12,-60,7,5.3185499999999994e-05,1.2873454545454546e-05,2.9385568181818178e-05,5.227999999999999e-05,5.044009090909092e-05,5.9294363636363634e-05,6.756306818181816e-05,5.286996363636363e-05
-8,-60,7,5.357498011363636e-05,1.1505e-05,2.8661249999999996e-05,5.209553977272727e-05,5.081955852272726e-05,6.0621090909090905e-05,6.774144886363635e-05,5.346805454545454e-05
-4,-60,7,5.209616761363636e-05,1.0805840909090908e-05,2.8060340909090907e-05,5.1694289772727274e-05,5.039285284090907e-05,5.961327272727273e-05,6.692599431818181e-05,5.224883636363635e-05
0,-60,7,5.017860511363637e-05,9.715681818181818e-06,2.780017045454545e-05,5.103588068181818e-05,4.9709863636363644e-05,5.823309090909089e-05,6.525464488636363e-05,5.018503636363637e-05
4,-60,7,4.935436363636364e-05,8.96331818181818e-06,2.724534090909091e-05,5.037298295454545e-05,4.883526136363636e-05,5.693054545454545e-05,6.329134943181817e-05,4.931329090909091e-05
8,-60,7,4.855561363636364e-05,8.435818181818183e-06,2.661542613636363e-05,4.83334375e-05,4.826910852272727e-05,5.696236363636364e-05,6.451397727272726e-05,4.8509163636363634e-05
12,-60,7,4.5487329545454544e-05,7.176181818181818e-06,2.591394886363636e-05,4.7848863636363636e-05,4.632677556818182e-05,5.5339999999999995e-05,6.203105113636363e-05,4.5275090909090906e-05
16,-60,7,4.379635227272727e-05,6.293595454545454e-06,2.523715909090909e-05,4.705119318181818e-05,4.601497329545454e-05,5.506254545454546e-05,6.094414772727273e-05,4.351507272727273e-05
20,-60,7,4.2921639204545446e-05,5.4506772727272725e-06,2.483957386363636e-05,4.598380681818181e-05,4.6235556818181814e-05,5.474581818181817e-05,6.008936079545454e-05,4.186001818181818e-05
24,-60,7,4.271543181818182e-05,4.542670454545455e-06,2.4172073863636363e-05,4.583610795454545e-05,4.609437954545454e-05,5.479763636363637e-05,5.858863636363636e-05,4.0766545454545445e-05
28,-60,7,4.1451826704545444e-05,3.6477954545454543e-06,2.3529630681818176e-05,4.5926761363636356e-05,4.62138409090909e-05,5.443761818181818e-05,5.743747159090909e-05,4.112605454545454e-05
32,-60,7,3.93225596590909e-05,2.9522749999999996e-06,2.3308977272727272e-05,4.54528125e-05,4.600653750000001e-05,5.393134545454545e-05,5.559937499999999e-05,4.2170454545454544e-05
36,-60,7,3.683495454545455e-05,2.339490909090909e-06,2.2810397727272724e-05,4.5678011363636356e-05,4.604709374999999e-05,5.3522290909090904e-05,5.317899289772727e-05,4.238532727272727e-05
40,-60,7,3.428769886363636e-05,1.8340545454545453e-06,2.234684659090909e-05,4.5995028409090905e-05,4.582909943181818e-05,5.243927272727272e-05,5.153126136363636e-05,4.165747272727273e-05
-60,-56,7,7.773801136363637e-05,3.6342340909090906e-05,4.800116477272727e-05,7.105633522727272e-05,6.406730113636362e-05,7.924381818181818e-05,9.50911221590909e-05,8.294254545454546e-05
-56,-56,7,7.528886079545453e-05,3.262131818181818e-05,4.6778238636363625e-05,6.937576704545454e-05,6.234291477272726e-05,7.673599999999999e-05,9.148639204545454e-05,7.90849090909091e-05
-52,-56,7,7.267280113636363e-05,3.003279545454545e-05,4.489960227272727e-05,6.848113636363636e-05,6.15464659090909e-05,7.530072727272727e-05,8.93914346590909e-05,7.558345454545455e-05
-48,-56,7,6.957549715909091e-05,2.779527272727273e-05,4.2888210227272724e-05,6.589900568181818e-05,6.003196022727273e-05,7.303709090909091e-05,8.658978693181815e-05,7.2442e-05
-44,-56,7,6.678258238636363e-05,2.5603772727272725e-05,4.1911477272727266e-05,6.455301136363637e-05,5.932482102272725e-05,7.183763636363636e-05,8.476757102272727e-05,6.963999999999999e-05
-40,-56,7,6.483190909090908e-05,2.3714409090909087e-05,4.0126874999999995e-05,6.329196022727271e-05,5.797201534090909e-05,6.988127272727271e-05,8.299151988636363e-05,6.713545454545453e-05
-36,-56,7,6.325084943181817e-05,2.188031818181818e-05,3.8467073863636354e-05,6.117926136363637e-05,5.7325501704545446e-05,6.807527272727273e-05,8.033076704545454e-05,6.487363636363636e-05
-32,-56,7,6.120023011363637e-05,2.0301431818181816e-05,3.767650568181818e-05,6.010664772727272e-05,5.609848125e-05,6.711563636363637e-05,7.860051136363636e-05,6.2798e-05
-28,-56,7,5.9834991477272716e-05,1.885959090909091e-05,3.617812499999999e-05,5.9101562500000004e-05,5.5495602272727265e-05,6.551127272727272e-05,7.628802556818182e-05,6.086363636363635e-05
-24,-56,7,5.819540625e-05,1.7469022727272726e-05,3.47640909090909e-05,5.8153124999999985e-05,5.437707784090908e-05,6.402636363636364e-05,7.458953124999998e-05,5.904418181818181e-05
-20,-56,7,5.671943181818181e-05,1.6279613636363637e-05,3.342372159090909e-05,5.648190340909089e-05,5.381858522727272e-05,6.325363636363636e-05,7.292593749999998e-05,5.733854545454545e-05
-16,-56,7,5.614448011363636e-05,1.5122272727272725e-05,3.2769602272727266e-05,5.566599431818181e-05,5.2825798295454544e-05,6.213872727272728e-05,7.072849431818181e-05,5.576618181818182e-05
-12,-56,7,5.479384090909091e-05,1.4112386363636363e-05,3.166426136363636e-05,5.490747159090907e-05,5.2357581818181815e-05,6.1064e-05,6.940411931818181e-05,5.4349345454545453e-05
-8,-56,7,5.5081329545454534e-05,1.2803977272727274e-05,3.0719204545454544e-05,5.453170454545453e-05,5.2787413636363627e-05,6.216836363636363e-05,6.959007102272727e-05,5.446310909090909e-05
-4,-56,7,5.379085227272726e-05,1.1773204545454544e-05,3.022982954545454e-05,5.4481960227272724e-05,5.2708735227272724e-05,6.155199999999998e-05,6.897294034090909e-05,5.351272727272727e-05
0,-56,7,5.2991974431818175e-05,1.070225e-05,2.9436875e-05,5.412372159090908e-05,5.287556590909091e-05,6.129327272727273e-05,6.868819602272726e-05,5.275263636363636e-05
4,-56,7,5.106952840909091e-05,9.74240909090909e-06,2.8182301136363637e-05,5.1533664772727266e-05,5.144504829545454e-05,6.0100909090909096e-05,6.701629261363636e-05,5.10276e-05
8,-56,7,4.954576704545454e-05,8.699477272727273e-06,2.775389204545454e-05,5.055886363636363e-05,5.076727329545454e-05,5.927599999999999e-05,6.628725852272727e-05,4.9376618181818184e-05
12,-56,7,4.6381985795454546e-05,7.736454545454544e-06,2.7361903409090907e-05,5.086994318181818e-05,4.900805795454545e-05,5.733218181818182e-05,6.327306818181819e-05,4.6222999999999994e-05
16,-56,7,4.4748230113636356e-05,7.0789999999999995e-06,2.6529176136363635e-05,5.051761363636364e-05,4.8492579545454544e-05,5.682363636363636e-05,6.259776988636363e-05,4.449974545454545e-05
20,-56,7,4.412421306818182e-05,6.3691840909090904e-06,2.6242698863636358e-05,4.947136363636363e-05,4.8438444886363635e-05,5.664581818181819e-05,6.173522727272727e-05,4.2801345454545455e-05
24,-56,7,4.4001357954545454e-05,5.619995454545455e-06,2.561272727272727e-05,4.948653409090908e-05,4.856440909090909e-05,5.664927272727271e-05,6.016913352272726e-05,4.157749090909091e-05
28,-56,7,4.291455681818181e-05,4.578015909090909e-06,2.5002926136363633e-05,4.955528409090908e-05,4.855976761363635e-05,5.6173272727272724e-05,5.852677556818181e-05,4.2023981818181823e-05
32,-56,7,4.0891730113636364e-05,3.644343181818181e-06,2.4457215909090906e-05,4.880517045454545e-05,4.821940056818182e-05,5.576981818181819e-05,5.588153409090908e-05,4.32926e-05
36,-56,7,3.9191497159090905e-05,2.9149204545454546e-06,2.4384460227272723e-05,4.891295454545454e-05,4.808391477272727e-05,5.4562e-05,5.421703551136364e-05,4.375229090909091e-05
40,-56,7,3.6547874999999994e-05,2.082743181818182e-06,2.3996335227272724e-05,4.909718749999999e-05,4.7650586931818176e-05,5.307970909090909e-05,5.276642755681818e-05,4.318056363636363e-05
-60,-52,7,8.363096590909091e-05,3.941279545454545e-05,5.2625340909090906e-05,7.71900284090909e-05,6.881449431818181e-05,8.342963636363636e-05,9.879963068181819e-05,8.72430909090909e-05
-56,-52,7,7.964079545454544e-05,3.648647727272727e-05,5.1202698863636356e-05,7.518531249999999e-05,6.674193749999998e-05,8.164e-05,9.625078124999999e-05,8.303036363636364e-05
-52,-52,7,7.593253977272727e-05,3.355077272727272e-05,4.8762926136363636e-05,7.332366477272725e-05,6.657381818181817e-05,7.888e-05,9.394124999999998e-05,7.920745454545453e-05
-48,-52,7,7.324601420454545e-05,3.1018136363636366e-05,4.6515795454545444e-05,7.039806818181818e-05,6.46811931818182e-05,7.636927272727272e-05,9.058654829545455e-05,7.578145454545452e-05
-44,-52,7,7.102853693181818e-05,2.852097727272727e-05,4.54028125e-05,6.8840625e-05,6.372402272727272e-05,7.50341818181818e-05,8.856582386363635e-05,7.273236363636362e-05
-40,-52,7,6.813360511363636e-05,2.6376704545454546e-05,4.341514204545454e-05,6.738855113636362e-05,6.20360284090909e-05,7.305618181818181e-05,8.576325284090908e-05,7.00141818181818e-05
-36,-52,7,6.614232954545454e-05,2.441022727272727e-05,4.1565625e-05,6.559301136363636e-05,6.116381249999999e-05,7.102454545454544e-05,8.385904829545455e-05,6.756563636363637e-05
-32,-52,7,6.38415e-05,2.250322727272727e-05,4.066698863636363e-05,6.433928977272727e-05,5.964220738636363e-05,6.99350909090909e-05,8.194708806818181e-05,6.532327272727272e-05
-28,-52,7,6.181519602272726e-05,2.0267204545454546e-05,3.9011022727272724e-05,6.315826704545455e-05,5.883863522727272e-05,6.813436363636362e-05,7.913214488636361e-05,6.323418181818182e-05
-24,-52,7,6.103580113636363e-05,1.875038636363636e-05,3.7643892045454545e-05,6.203889204545453e-05,5.7460844318181805e-05,6.7174e-05,7.725083806818182e-05,6.126436363636363e-05
-20,-52,7,5.933408522727271e-05,1.746397727272727e-05,3.6154545454545456e-05,6.012482954545454e-05,5.6722765909090914e-05,6.559272727272728e-05,7.488923295454546e-05,5.940327272727272e-05
-16,-52,7,5.818819602272728e-05,1.6216931818181818e-05,3.542167613636363e-05,5.9148125e-05,5.5488395454545454e-05,6.415418181818182e-05,7.319332386363636e-05,5.7660363636363636e-05
-12,-52,7,5.666678693181819e-05,1.5152636363636362e-05,3.403426136363636e-05,5.8226022727272715e-05,5.484042613636364e-05,6.343836363636364e-05,7.167321022727273e-05,5.605363636363636e-05
-8,-52,7,5.563045738636363e-05,1.4146795454545455e-05,3.2751278409090905e-05,5.6670028409090914e-05,5.3825577272727274e-05,6.228727272727273e-05,6.979910511363636e-05,5.459781818181819e-05
-4,-52,7,5.575402840909091e-05,1.3064568181818181e-05,3.227545454545455e-05,5.6067528409090914e-05,5.3369042045454524e-05,6.148054545454545e-05,6.883352272727272e-05,5.329121818181818e-05
0,-52,7,5.4106338068181807e-05,1.2132181818181816e-05,3.157045454545454e-05,5.64934375e-05,5.382538636363636e-05,6.254963636363636e-05,6.942720170454547e-05,5.349561818181818e-05
4,-52,7,5.243783522727272e-05,1.0835977272727273e-05,3.0804829545454543e-05,5.571326704545454e-05,5.356509375e-05,6.182818181818181e-05,6.88006534090909e-05,5.189732727272727e-05
8,-52,7,4.9723338068181805e-05,9.386227272727272e-06,3.036832386363636e-05,5.440017045454545e-05,5.164512102272727e-05,5.947854545454545e-05,6.620028409090909e-05,4.8924599999999996e-05
12,-52,7,4.8312715909090915e-05,8.371431818181818e-06,2.9654715909090908e-05,5.424826704545453e-05,5.131283181818182e-05,5.9218e-05,6.501920454545454e-05,4.73537090909091e-05
16,-52,7,4.6466130681818176e-05,7.762545454545454e-06,2.8816818181818178e-05,5.392133522727271e-05,5.0768633522727265e-05,5.8660363636363626e-05,6.426080965909091e-05,4.566954545454546e-05
20,-52,7,4.528145454545454e-05,7.040545454545454e-06,2.7983039772727273e-05,5.302553977272726e-05,5.065920681818183e-05,5.86250909090909e-05,6.28875e-05,4.38968e-05
24,-52,7,4.508578125e-05,6.410024999999999e-06,2.7854943181818178e-05,5.2940454545454544e-05,5.037513409090908e-05,5.826727272727272e-05,6.185156249999999e-05,4.248216363636364e-05
28,-52,7,4.4972360795454543e-05,5.336818181818182e-06,2.7120625e-05,5.2905113636363634e-05,5.0349874431818175e-05,5.7679818181818176e-05,5.992316761363635e-05,4.294878181818182e-05
32,-52,7,4.3179826704545445e-05,4.252979545454545e-06,2.6440170454545448e-05,5.210105113636364e-05,4.9880679545454545e-05,5.6991636363636364e-05,5.697379261363635e-05,4.43452e-05
36,-52,7,4.063673863636363e-05,3.3969477272727265e-06,2.6417869318181816e-05,5.199744318181818e-05,4.952585113636363e-05,5.519563636363636e-05,5.5138632102272725e-05,4.508716363636363e-05
40,-52,7,3.8244196022727274e-05,2.5961136363636363e-06,2.5900227272727276e-05,5.192275568181818e-05,4.904501079545455e-05,5.352523636363636e-05,5.3653197443181816e-05,4.479354545454546e-05
-60,-48,7,8.799443181818181e-05,4.424111363636364e-05,5.736011363636364e-05,8.417698863636364e-05,7.5061875e-05,8.824309090909091e-05,0.00010412852272727273,9.20841818181818e-05
-56,-48,7,8.460051136363635e-05,4.095415909090909e-05,5.572931818181817e-05,8.177582386363637e-05,7.250178409090908e-05,8.625563636363637e-05,0.00010136786931818182,8.746963636363636e-05
-52,-48,7,8.043110795454545e-05,3.762490909090908e-05,5.29847443181818e-05,7.954798295454545e-05,7.116327272727273e-05,8.315927272727273e-05,9.907698863636361e-05,8.327927272727273e-05
-48,-48,7,7.773059659090908e-05,3.3646795454545456e-05,5.046536931818182e-05,7.614272727272727e-05,6.889980681818181e-05,8.033854545454545e-05,9.531640625e-05,7.952654545454545e-05
-44,-48,7,7.49140568181818e-05,3.089440909090909e-05,4.919857954545454e-05,7.430545454545454e-05,6.770113636363636e-05,7.8826e-05,9.306448863636363e-05,7.619272727272728e-05
-40,-48,7,7.164432102272726e-05,2.853738636363636e-05,4.698397727272727e-05,7.259684659090908e-05,6.569098295454544e-05,7.635581818181818e-05,8.968892045454545e-05,7.322890909090909e-05
-36,-48,7,6.939910227272726e-05,2.637581818181818e-05,4.518948863636364e-05,6.986943181818182e-05,6.46086477272727e-05,7.502418181818183e-05,8.756238636363636e-05,7.056727272727272e-05
-32,-48,7,6.757586079545456e-05,2.4277318181818178e-05,4.3252698863636366e-05,6.842380681818181e-05,6.281350568181817e-05,7.284890909090908e-05,8.569714488636362e-05,6.813636363636363e-05
-28,-48,7,6.521307954545455e-05,2.2494409090909086e-05,4.230022727272727e-05,6.70628693181818e-05,6.183175568181818e-05,7.08421818181818e-05,8.2574375e-05,6.587654545454544e-05
-24,-48,7,6.366011931818181e-05,2.07715e-05,4.0564573863636366e-05,6.481303977272726e-05,6.022334659090907e-05,6.995327272727272e-05,8.050471590909092e-05,6.374709090909091e-05
-20,-48,7,6.176495454545455e-05,1.9317772727272727e-05,3.892667613636363e-05,6.415701704545454e-05,5.933522556818182e-05,6.819454545454545e-05,7.762015624999999e-05,6.173036363636364e-05
-16,-48,7,6.0037338068181815e-05,1.7916181818181817e-05,3.811954545454545e-05,6.301829545454544e-05,5.790134318181818e-05,6.658490909090908e-05,7.577651988636363e-05,5.982836363636363e-05
-12,-48,7,5.937476420454545e-05,1.6746681818181817e-05,3.661892045454545e-05,6.194607954545455e-05,5.711817443181819e-05,6.5772e-05,7.432694602272726e-05,5.805272727272726e-05
-8,-48,7,5.773003977272726e-05,1.5682772727272726e-05,3.5221335227272726e-05,6.013499999999999e-05,5.589303920454544e-05,6.442818181818181e-05,7.21784375e-05,5.641145454545454e-05
-4,-48,7,5.609142613636362e-05,1.4583568181818178e-05,3.4628494318181814e-05,5.929997159090909e-05,5.527433863636362e-05,6.326545454545455e-05,7.104019886363636e-05,5.489618181818182e-05
0,-48,7,5.481127840909091e-05,1.3113659090909089e-05,3.363153409090909e-05,5.861414772727273e-05,5.434048295454546e-05,6.276890909090908e-05,6.95481534090909e-05,5.3466581818181815e-05
4,-48,7,5.3593056818181806e-05,1.1839613636363636e-05,3.266974431818181e-05,5.7395482954545444e-05,5.3917273295454544e-05,6.1878e-05,6.879345170454545e-05,5.169032727272727e-05
8,-48,7,5.213142613636363e-05,1.0411068181818182e-05,3.23631534090909e-05,5.701022727272727e-05,5.321608806818181e-05,6.152872727272727e-05,6.812609375000001e-05,5.023925454545454e-05
12,-48,7,5.010739772727273e-05,9.01640909090909e-06,3.161170454545455e-05,5.669860795454545e-05,5.291050227272727e-05,6.102527272727274e-05,6.690328125e-05,4.8712909090909096e-05
16,-48,7,4.782825e-05,8.186386363636362e-06,3.0936875e-05,5.5844971590909095e-05,5.241385227272727e-05,6.0512909090909084e-05,6.616649147727273e-05,4.7048109090909084e-05
20,-48,7,4.662501136363636e-05,7.803295454545452e-06,3.0303039772727278e-05,5.577275568181818e-05,5.2781913068181815e-05,6.0556e-05,6.475938920454544e-05,4.517872727272728e-05
24,-48,7,4.661406818181818e-05,7.392249999999999e-06,3.0231278409090906e-05,5.582542613636363e-05,5.2582890340909084e-05,6.0153454545454544e-05,6.332071022727273e-05,4.352523636363636e-05
28,-48,7,4.637889204545455e-05,6.7455749999999985e-06,2.9626221590909088e-05,5.5982357954545454e-05,5.244505397727273e-05,5.9184181818181815e-05,6.063336647727272e-05,4.4024836363636365e-05
32,-48,7,4.494403125e-05,5.275570454545455e-06,2.895142045454546e-05,5.5091278409090905e-05,5.1582956249999996e-05,5.785745454545454e-05,5.8234644886363635e-05,4.536776363636363e-05
36,-48,7,4.236338352272727e-05,4.279118181818182e-06,2.8829602272727267e-05,5.475818181818182e-05,5.074093977272728e-05,5.5932909090909084e-05,5.667778409090909e-05,4.634449090909091e-05
40,-48,7,4.065683522727272e-05,3.489822727272727e-06,2.8184346590909086e-05,5.441286931818182e-05,4.983688977272727e-05,5.4718909090909085e-05,5.5398835227272714e-05,4.62572e-05
-60,-44,7,9.405997159090907e-05,4.821613636363636e-05,6.261994318181816e-05,9.097670454545452e-05,8.084474999999997e-05,9.342472727272728e-05,0.00011055650568181819,9.754163636363638e-05
-56,-44,7,9.063357954545453e-05,4.462847727272727e-05,6.0748607954545446e-05,8.929232954545455e-05,7.88413977272727e-05,9.120654545454547e-05,0.00010747214488636363,9.248018181818182e-05
-52,-44,7,8.69865340909091e-05,4.097097727272727e-05,5.764176136363635e-05,8.663693181818181e-05,7.712727272727273e-05,8.769781818181818e-05,0.00010302278409090907,8.787363636363635e-05
-48,-44,7,8.253051136363636e-05,3.783086363636363e-05,5.5175738636363634e-05,8.266738636363634e-05,7.435205113636364e-05,8.610727272727271e-05,0.00010040579545454544,8.374672727272728e-05
-44,-44,7,7.935059659090908e-05,3.490211363636363e-05,5.2535767045454535e-05,8.04846875e-05,7.281857386363635e-05,8.305545454545455e-05,9.815535511363637e-05,8.008509090909093e-05
-40,-44,7,7.67308806818182e-05,3.199504545454545e-05,5.120125e-05,7.845423295454544e-05,7.037088068181817e-05,8.024781818181817e-05,9.436799715909091e-05,7.683727272727274e-05
-36,-44,7,7.332755113636364e-05,2.952029545454545e-05,4.888224431818181e-05,7.529704545454544e-05,6.9006e-05,7.872781818181817e-05,9.199863636363636e-05,7.392927272727272e-05
-32,-44,7,7.102874147727273e-05,2.7105704545454542e-05,4.672812499999999e-05,7.359184659090909e-05,6.684932386363636e-05,7.627872727272726e-05,8.845761363636363e-05,7.128236363636364e-05
-28,-44,7,6.835581818181817e-05,2.506606818181818e-05,4.565196022727272e-05,7.199411931818182e-05,6.563764772727272e-05,7.403581818181817e-05,8.614531249999998e-05,6.882836363636364e-05
-24,-44,7,6.601226420454545e-05,2.309388636363636e-05,4.373264204545454e-05,6.941920454545454e-05,6.373547727272725e-05,7.284854545454544e-05,8.416502840909091e-05,6.652072727272726e-05
-20,-44,7,6.514141193181817e-05,2.080854545454545e-05,4.193323863636363e-05,6.805181818181818e-05,6.266304545454543e-05,7.09070909090909e-05,8.097799715909089e-05,6.4336e-05
-16,-44,7,6.317872159090908e-05,1.9377045454545453e-05,4.1047812499999994e-05,6.676451704545455e-05,6.098996590909091e-05,6.990636363636363e-05,7.896133522727272e-05,6.227072727272727e-05
-12,-44,7,6.137123011363636e-05,1.799722727272727e-05,3.962076704545454e-05,6.556022727272727e-05,6.005773295454545e-05,6.843763636363637e-05,7.631110795454543e-05,6.0331090909090906e-05
-8,-44,7,6.0118721590909085e-05,1.685556818181818e-05,3.808573863636364e-05,6.354718749999999e-05,5.862084375000001e-05,6.692727272727272e-05,7.481241477272726e-05,5.8520727272727266e-05
-4,-44,7,5.839146306818182e-05,1.5715522727272726e-05,3.7394119318181815e-05,6.302965909090908e-05,5.7860381250000006e-05,6.622618181818182e-05,7.367805397727272e-05,5.683036363636363e-05
0,-44,7,5.765376988636364e-05,1.4697863636363636e-05,3.609269886363637e-05,6.215582386363635e-05,5.670913977272726e-05,6.500563636363637e-05,7.194687499999999e-05,5.5234909090909085e-05
4,-44,7,5.5809818181818175e-05,1.3525840909090905e-05,3.494911931818182e-05,6.0629062500000006e-05,5.6159440909090897e-05,6.395327272727272e-05,7.109578124999999e-05,5.330929090909091e-05
8,-44,7,5.389366193181817e-05,1.2243363636363635e-05,3.395815340909091e-05,6.00809659090909e-05,5.53111125e-05,6.355127272727272e-05,6.972154829545455e-05,5.181234545454545e-05
12,-44,7,5.224067897727272e-05,1.0678954545454545e-05,3.366181818181817e-05,5.9682130681818166e-05,5.4981221590909095e-05,6.277727272727273e-05,6.897737215909091e-05,5.029276363636364e-05
16,-44,7,5.054545738636363e-05,9.135840909090909e-06,3.2911249999999994e-05,5.875142045454544e-05,5.4508196590909086e-05,6.223399999999999e-05,6.824723011363636e-05,4.86347090909091e-05
20,-44,7,4.823588352272727e-05,8.237931818181817e-06,3.2304914772727275e-05,5.8794062499999994e-05,5.456480113636364e-05,6.228781818181818e-05,6.675518465909091e-05,4.666683636363636e-05
24,-44,7,5.0395346590909084e-05,8.49115909090909e-06,3.278525568181818e-05,6.019661931818181e-05,5.5887502840909084e-05,6.3776e-05,6.770599431818182e-05,4.742985454545455e-05
28,-44,7,5.000688920454545e-05,8.158636363636364e-06,3.224767045454545e-05,6.029386363636362e-05,5.58731846590909e-05,6.332327272727272e-05,6.449163352272727e-05,4.8807727272727266e-05
32,-44,7,4.8138059659090906e-05,5.985661363636362e-06,3.162991477272727e-05,5.910085227272726e-05,5.4864599999999996e-05,6.0844727272727266e-05,6.241421875e-05,4.987149090909091e-05
36,-44,7,4.492598011363636e-05,4.9293068181818185e-06,3.080423295454545e-05,5.696511363636363e-05,5.1501736363636354e-05,5.697818181818182e-05,5.855650568181818e-05,4.76036e-05
